transaction_id,customer_id,transaction_date,channel,direction,amount,counterparty_country,high_risk_geo_flag,case_id
TX307704,CUST10719,2026-08-09,P2P,Debit,30712.28,Mexico,0,CASE0041
TX309882,CUST10719,2026-02-20,ACH,Credit,12873.12,Nigeria,1,CASE0041
TX309549,CUST10719,2026-02-05,Card,Credit,4245.59,Russia,1,CASE0041
TX310070,CUST10719,2026-08-04,Cash Deposit,Credit,929.97,Turkey,1,CASE0041
TX307885,CUST10719,2026-03-09,ACH,Debit,3378.25,United Arab Emirates,1,CASE0041
TX303870,CUST10719,2026-06-19,Card,Credit,7739.58,United Kingdom,0,CASE0041
TX306271,CUST10719,2026-07-11,Card,Credit,3770.54,Canada,0,CASE0041
TX309667,CUST10719,2026-04-11,P2P,Debit,3432.54,China,0,CASE0041
TX318703,CUST10719,2026-06-23,Cash Deposit,Debit,18119.82,China,0,CASE0041
TX311472,CUST10719,2026-07-31,Wire,Debit,5249.28,Canada,0,CASE0041
TX319823,CUST10719,2026-09-04,Wire,Debit,13890.85,Mexico,0,CASE0041
TX302636,CUST10719,2026-04-29,P2P,Debit,3909.81,Mexico,0,CASE0041
TX302292,CUST10719,2026-07-19,Cash Deposit,Credit,11638.68,United States,0,CASE0041
TX303259,CUST10719,2026-05-09,Wire,Credit,5180.31,United Arab Emirates,1,CASE0041
TX307741,CUST10719,2026-02-14,P2P,Credit,5812.89,Mexico,0,CASE0041
TX309389,CUST10719,2026-01-16,ACH,Debit,12152.55,Turkey,1,CASE0041
TX312070,CUST10719,2026-07-22,ACH,Credit,12132.85,China,0,CASE0041
TX312665,CUST10719,2026-08-14,ACH,Debit,2369.99,United States,0,CASE0041
TX319590,CUST10719,2026-05-09,Card,Credit,4134.02,Russia,1,CASE0041
TX306513,CUST10719,2026-09-19,Check,Debit,29680.34,United Kingdom,0,CASE0041
TX304432,CUST10719,2026-06-29,Check,Credit,14246.56,Turkey,1,CASE0041
TX302669,CUST10580,2026-06-09,Wire,Debit,653.93,Russia,1,CASE0042
TX319741,CUST10580,2026-04-22,Check,Credit,698.56,United Kingdom,0,CASE0042
TX302282,CUST10580,2026-03-04,Wire,Credit,22571.43,United States,0,CASE0042
TX311751,CUST10580,2026-06-25,Cash Withdrawal,Credit,4261.77,Turkey,1,CASE0042
TX308880,CUST10580,2026-02-25,Cash Withdrawal,Credit,4791.45,Canada,0,CASE0042
TX321075,CUST10580,2026-07-01,Wire,Credit,4945.34,Canada,0,CASE0042
TX315675,CUST10580,2026-08-24,Cash Withdrawal,Debit,1877.89,Turkey,1,CASE0042
TX308704,CUST10580,2026-02-16,P2P,Credit,8462.76,Canada,0,CASE0042
TX309633,CUST10580,2026-03-13,Wire,Debit,5281.62,Turkey,1,CASE0042
TX311431,CUST10580,2026-08-09,Wire,Credit,37001.09,United Arab Emirates,1,CASE0042
TX307960,CUST10580,2026-02-14,Wire,Credit,1611.06,Turkey,1,CASE0042
TX309646,CUST10580,2026-02-02,Wire,Debit,2452.55,Mexico,0,CASE0042
TX314677,CUST10580,2026-04-30,Cash Deposit,Credit,8639.67,Canada,0,CASE0042
TX307693,CUST10580,2026-05-11,P2P,Credit,1599.52,Russia,1,CASE0042
TX313527,CUST10580,2026-04-10,ACH,Debit,15203.04,United States,0,CASE0042
TX321603,CUST10580,2026-07-11,Cash Deposit,Credit,18519.01,United States,0,CASE0042
TX301755,CUST10580,2026-04-12,Card,Credit,3448.28,China,0,CASE0042
TX320822,CUST10580,2026-03-20,Check,Credit,6868.55,United Kingdom,0,CASE0042
TX301179,CUST10580,2026-03-09,Wire,Credit,2434.5,United Kingdom,0,CASE0042
TX312261,CUST10580,2026-08-28,Card,Credit,2661.85,China,0,CASE0042
TX312548,CUST10580,2026-06-08,P2P,Credit,7512.07,Canada,0,CASE0042
TX315127,CUST10580,2026-04-15,Cash Deposit,Debit,11821.95,India,0,CASE0042
TX311127,CUST10580,2026-08-28,Wire,Credit,4748.34,Mexico,0,CASE0042
TX317854,CUST10364,2026-04-03,Wire,Credit,31069.71,India,0,CASE0043
TX318559,CUST10364,2026-04-02,Check,Credit,4668.05,Turkey,1,CASE0043
TX320210,CUST10364,2026-01-15,ACH,Credit,25992.05,China,0,CASE0043
TX308432,CUST10364,2026-06-17,Cash Deposit,Credit,13083.82,Russia,1,CASE0043
TX301075,CUST10364,2026-02-01,Card,Debit,7387.91,China,0,CASE0043
TX309222,CUST10364,2026-01-11,Wire,Debit,4829.16,United Arab Emirates,1,CASE0043
TX312182,CUST10364,2026-01-15,Card,Credit,8115.24,United Kingdom,0,CASE0043
TX312690,CUST10364,2026-04-01,Card,Debit,13646.59,Mexico,0,CASE0043
TX321831,CUST10364,2026-08-01,P2P,Credit,7148.97,Nigeria,1,CASE0043
TX315121,CUST10364,2026-05-15,P2P,Debit,5652.38,United States,0,CASE0043
TX316842,CUST10364,2026-05-31,Check,Credit,2278.2,India,0,CASE0043
TX316451,CUST10364,2026-06-23,Cash Deposit,Debit,5000.72,Turkey,1,CASE0043
TX305797,CUST10364,2026-05-24,Cash Deposit,Debit,2976.42,Canada,0,CASE0043
TX314590,CUST10364,2026-08-26,Cash Withdrawal,Debit,7784.14,United States,0,CASE0043
TX319981,CUST10364,2026-01-08,Wire,Credit,710.29,United Arab Emirates,1,CASE0043
TX306997,CUST10364,2026-09-05,Cash Deposit,Credit,1861.47,Turkey,1,CASE0043
TX310259,CUST10364,2026-03-04,Card,Debit,3355.29,Canada,0,CASE0043
TX311340,CUST10684,2026-07-14,ACH,Credit,3221.95,United Arab Emirates,1,CASE0044
TX315090,CUST10684,2026-08-25,Cash Deposit,Credit,6259.66,United States,0,CASE0044
TX318219,CUST10684,2026-03-03,ACH,Credit,2691.51,India,0,CASE0044
TX320689,CUST10684,2026-04-04,ACH,Debit,1771.52,Russia,1,CASE0044
TX317868,CUST10684,2026-07-11,Wire,Debit,7951.15,India,0,CASE0044
TX312303,CUST10684,2026-02-19,ACH,Credit,29691.06,United Kingdom,0,CASE0044
TX310387,CUST10684,2026-05-11,P2P,Debit,4513.71,United Kingdom,0,CASE0044
TX301247,CUST10684,2026-03-16,ACH,Credit,1154.43,United Arab Emirates,1,CASE0044
TX310988,CUST10684,2026-02-01,Card,Debit,5679.12,India,0,CASE0044
TX310205,CUST10684,2026-06-26,Cash Withdrawal,Credit,5299.03,United States,0,CASE0044
TX316285,CUST10684,2026-07-04,Card,Debit,9796.5,Nigeria,1,CASE0044
TX303844,CUST10684,2026-07-24,Wire,Credit,541.59,United Arab Emirates,1,CASE0044
TX319953,CUST10684,2026-02-10,Card,Debit,2812.9,China,0,CASE0044
TX317417,CUST10684,2026-02-24,Cash Withdrawal,Debit,8297.53,Nigeria,1,CASE0044
TX301281,CUST10684,2026-08-14,Cash Deposit,Credit,2252.94,Russia,1,CASE0044
TX305096,CUST10684,2026-04-16,Cash Withdrawal,Debit,6187.72,United States,0,CASE0044
TX314098,CUST10684,2026-02-20,Card,Credit,11884.59,Nigeria,1,CASE0044
TX319434,CUST10684,2026-05-09,Check,Debit,12759.62,United Kingdom,0,CASE0044
TX315426,CUST10684,2026-07-25,Check,Credit,22984.24,Russia,1,CASE0044
TX318165,CUST10684,2026-04-29,ACH,Debit,1100.33,Nigeria,1,CASE0044
TX320648,CUST10684,2026-06-17,Cash Deposit,Credit,25646.87,India,0,CASE0044
TX303265,CUST10684,2026-06-16,ACH,Credit,3647.03,Russia,1,CASE0044
TX301986,CUST10684,2026-04-21,Wire,Debit,25372.62,Turkey,1,CASE0044
TX320421,CUST10684,2026-07-31,Card,Debit,7652.29,China,0,CASE0044
TX319542,CUST10684,2026-03-01,Card,Credit,4064.04,United Arab Emirates,1,CASE0044
TX306376,CUST10671,2026-06-07,Cash Deposit,Credit,1317.15,United States,0,CASE0045
TX311101,CUST10671,2026-02-14,ACH,Credit,899.04,India,0,CASE0045
TX300087,CUST10671,2026-03-11,Wire,Debit,4588.19,Canada,0,CASE0045
TX315938,CUST10671,2026-06-21,Cash Deposit,Credit,2872.33,United States,0,CASE0045
TX307742,CUST10671,2026-07-15,Cash Deposit,Credit,1863.15,Russia,1,CASE0045
TX307575,CUST10671,2026-05-21,Wire,Credit,1986.74,China,0,CASE0045
TX308833,CUST10671,2026-08-08,Wire,Credit,12953.46,Nigeria,1,CASE0045
TX300315,CUST10671,2026-03-06,ACH,Credit,1593.93,Nigeria,1,CASE0045
TX319753,CUST10671,2026-04-22,Wire,Credit,8444.75,United States,0,CASE0045
TX302987,CUST10671,2026-08-03,ACH,Debit,6248.02,United States,0,CASE0045
TX300434,CUST10671,2026-02-16,Card,Credit,9000.72,United Arab Emirates,1,CASE0045
TX308586,CUST10671,2026-01-04,Wire,Debit,38717.79,Canada,0,CASE0045
TX310893,CUST10671,2026-02-28,ACH,Debit,8305.5,India,0,CASE0045
TX301926,CUST10671,2026-02-26,ACH,Credit,4515.04,United Kingdom,0,CASE0045
TX302957,CUST10671,2026-01-13,ACH,Credit,11531.33,Russia,1,CASE0045
TX320125,CUST10671,2026-06-26,ACH,Credit,22307.82,United States,0,CASE0045
TX315744,CUST10671,2026-01-17,ACH,Credit,5954.61,Mexico,0,CASE0045
TX317887,CUST10671,2026-02-03,Cash Withdrawal,Debit,6918.89,China,0,CASE0045
TX320372,CUST10671,2026-02-25,Card,Credit,12432.82,Nigeria,1,CASE0045
TX305729,CUST10671,2026-03-27,Card,Credit,4498.68,Canada,0,CASE0045
TX307597,CUST10671,2026-01-21,ACH,Credit,1867.64,Canada,0,CASE0045
TX309148,CUST10671,2026-09-21,Cash Withdrawal,Credit,4251.24,India,0,CASE0045
TX316259,CUST10671,2026-08-12,ACH,Credit,9456.81,India,0,CASE0045
TX304683,CUST10671,2026-02-01,Cash Withdrawal,Credit,8055.0,Turkey,1,CASE0045
TX304751,CUST10034,2026-04-28,ACH,Debit,2725.25,Mexico,0,CASE0046
TX303588,CUST10034,2026-02-28,ACH,Credit,746.12,United Arab Emirates,1,CASE0046
TX313528,CUST10034,2026-01-17,Cash Deposit,Debit,3130.87,United States,0,CASE0046
TX303182,CUST10034,2026-03-28,Cash Deposit,Credit,8432.27,Nigeria,1,CASE0046
TX312057,CUST10034,2026-09-11,Wire,Credit,15274.78,Mexico,0,CASE0046
TX312778,CUST10034,2026-06-14,P2P,Debit,2236.06,Mexico,0,CASE0046
TX301151,CUST10034,2026-06-19,Cash Deposit,Credit,41373.6,Turkey,1,CASE0046
TX317911,CUST10034,2026-02-04,Wire,Debit,7946.14,United Arab Emirates,1,CASE0046
TX313046,CUST10034,2026-05-29,Check,Debit,2007.99,Turkey,1,CASE0046
TX305775,CUST10034,2026-07-12,Wire,Debit,8377.58,Canada,0,CASE0046
TX317411,CUST10034,2026-05-23,ACH,Debit,466.75,India,0,CASE0046
TX301982,CUST10034,2026-09-25,Wire,Credit,13772.12,Russia,1,CASE0046
TX321885,CUST10034,2026-01-13,Check,Debit,77471.8,United States,0,CASE0046
TX305959,CUST10034,2026-04-04,Wire,Credit,7799.88,United States,0,CASE0046
TX314414,CUST10034,2026-05-21,Wire,Debit,775.87,India,0,CASE0046
TX318637,CUST10034,2026-05-14,Wire,Debit,15466.3,United Arab Emirates,1,CASE0046
TX308557,CUST10034,2026-02-05,Wire,Debit,8616.58,India,0,CASE0046
TX311058,CUST10034,2026-06-07,Card,Credit,2579.9,Russia,1,CASE0046
TX316143,CUST10034,2026-02-23,Wire,Credit,557.02,United Arab Emirates,1,CASE0046
TX303629,CUST10586,2026-07-21,Wire,Credit,4154.17,United States,0,CASE0047
TX320164,CUST10586,2026-05-13,Card,Credit,5954.97,China,0,CASE0047
TX309518,CUST10586,2026-05-09,Wire,Credit,3293.12,United Arab Emirates,1,CASE0047
TX320336,CUST10586,2026-03-02,P2P,Debit,23355.05,United Kingdom,0,CASE0047
TX317890,CUST10586,2026-04-30,Check,Debit,8015.28,Canada,0,CASE0047
TX307538,CUST10586,2026-01-18,ACH,Credit,1598.59,Russia,1,CASE0047
TX311504,CUST10586,2026-08-13,Cash Deposit,Debit,12882.59,United States,0,CASE0047
TX320370,CUST10586,2026-07-29,Wire,Credit,9178.24,Russia,1,CASE0047
TX309846,CUST10586,2026-09-01,Cash Deposit,Credit,7033.03,Mexico,0,CASE0047
TX309227,CUST10586,2026-03-12,Wire,Debit,53809.75,United Arab Emirates,1,CASE0047
TX304314,CUST10586,2026-05-26,Card,Credit,2865.03,Canada,0,CASE0047
TX313882,CUST10586,2026-04-11,P2P,Credit,10808.73,United Kingdom,0,CASE0047
TX313146,CUST10586,2026-04-01,Wire,Debit,7167.36,China,0,CASE0047
TX306339,CUST10586,2026-01-24,Check,Credit,7020.51,India,0,CASE0047
TX308391,CUST10586,2026-02-13,Card,Debit,11483.13,United States,0,CASE0047
TX316192,CUST10157,2026-08-18,Check,Debit,480.78,India,0,CASE0048
TX302888,CUST10157,2026-06-26,Cash Deposit,Credit,12825.19,Canada,0,CASE0048
TX312580,CUST10157,2026-06-28,Check,Credit,13341.68,Russia,1,CASE0048
TX307996,CUST10157,2026-01-05,Wire,Credit,1107.1,China,0,CASE0048
TX314594,CUST10157,2026-06-06,P2P,Debit,8899.63,Canada,0,CASE0048
TX313738,CUST10157,2026-02-28,Wire,Credit,27129.91,United States,0,CASE0048
TX309903,CUST10157,2026-07-06,Wire,Debit,5481.58,Canada,0,CASE0048
TX311017,CUST10157,2026-03-21,Card,Debit,1295.54,Turkey,1,CASE0048
TX307985,CUST10157,2026-04-23,Check,Debit,11180.54,China,0,CASE0048
TX313409,CUST10157,2026-07-21,Cash Deposit,Debit,18421.87,India,0,CASE0048
TX315818,CUST10157,2026-02-20,Card,Debit,5079.77,India,0,CASE0048
TX303585,CUST10157,2026-01-27,P2P,Debit,9063.77,United Kingdom,0,CASE0048
TX305745,CUST10157,2026-08-24,Wire,Credit,2895.65,United Arab Emirates,1,CASE0048
TX314135,CUST10157,2026-07-02,Wire,Debit,25893.94,United States,0,CASE0048
TX308889,CUST10157,2026-05-06,Cash Withdrawal,Credit,799.81,China,0,CASE0048
TX308221,CUST10157,2026-01-30,Check,Credit,10002.87,China,0,CASE0048
TX308414,CUST10157,2026-06-17,Card,Credit,3471.56,China,0,CASE0048
TX308288,CUST10157,2026-05-24,Cash Withdrawal,Debit,4579.03,United States,0,CASE0048
TX306041,CUST10704,2026-05-20,Card,Credit,14272.78,Canada,0,CASE0049
TX305255,CUST10704,2026-07-21,Cash Deposit,Credit,7954.88,United States,0,CASE0049
TX300195,CUST10704,2026-07-02,Cash Withdrawal,Credit,1082.26,Turkey,1,CASE0049
TX305184,CUST10704,2026-09-07,P2P,Credit,15005.1,China,0,CASE0049
TX309004,CUST10704,2026-01-14,Cash Withdrawal,Debit,3609.28,United Kingdom,0,CASE0049
TX301186,CUST10704,2026-07-22,Wire,Debit,2134.22,United Kingdom,0,CASE0049
TX319576,CUST10704,2026-06-25,Wire,Credit,2442.24,Canada,0,CASE0049
TX304686,CUST10704,2026-05-07,Check,Debit,7280.84,United Arab Emirates,1,CASE0049
TX313247,CUST10704,2026-06-18,ACH,Credit,12898.86,India,0,CASE0049
TX315842,CUST10704,2026-04-28,Card,Credit,4844.89,India,0,CASE0049
TX319903,CUST10704,2026-06-27,ACH,Credit,3978.68,United States,0,CASE0049
TX301101,CUST10704,2026-03-20,P2P,Credit,1589.59,Nigeria,1,CASE0049
TX317384,CUST10704,2026-09-09,Card,Credit,12121.18,United Arab Emirates,1,CASE0049
TX314744,CUST10704,2026-03-28,Wire,Credit,2472.56,China,0,CASE0049
TX313654,CUST10704,2026-08-23,Wire,Debit,2589.59,Canada,0,CASE0049
TX316620,CUST10704,2026-05-25,P2P,Credit,2285.56,United Kingdom,0,CASE0049
TX319191,CUST10704,2026-06-03,Cash Deposit,Credit,834.3,United Arab Emirates,1,CASE0049
TX318140,CUST10704,2026-03-02,Cash Withdrawal,Credit,8914.81,Russia,1,CASE0049
TX316683,CUST10704,2026-04-23,ACH,Credit,13248.96,Canada,0,CASE0049
TX307986,CUST10704,2026-01-29,ACH,Debit,2818.18,United Arab Emirates,1,CASE0049
TX309685,CUST10704,2026-08-23,Check,Debit,5225.33,Nigeria,1,CASE0049
TX318031,CUST10704,2026-08-22,Cash Deposit,Debit,1969.82,United States,0,CASE0049
TX303772,CUST10704,2026-09-08,ACH,Debit,3213.15,Nigeria,1,CASE0049
TX317767,CUST10704,2026-02-02,Wire,Debit,8022.93,United States,0,CASE0049
TX317702,CUST10704,2026-05-21,Cash Deposit,Debit,6749.77,Mexico,0,CASE0049
TX309135,CUST10645,2026-02-04,ACH,Credit,19135.52,India,0,CASE0050
TX311274,CUST10645,2026-09-23,ACH,Credit,22518.05,China,0,CASE0050
TX319029,CUST10645,2026-07-29,Cash Withdrawal,Debit,9106.7,United Kingdom,0,CASE0050
TX310326,CUST10645,2026-07-04,Wire,Credit,88505.14,Turkey,1,CASE0050
TX318425,CUST10645,2026-06-06,Card,Credit,8637.56,Canada,0,CASE0050
TX301752,CUST10645,2026-06-27,Card,Debit,5007.74,India,0,CASE0050
TX317318,CUST10645,2026-03-15,Card,Credit,3443.2,Russia,1,CASE0050
TX302003,CUST10645,2026-08-25,P2P,Debit,4326.56,China,0,CASE0050
TX311359,CUST10645,2026-06-04,Card,Debit,1451.56,Russia,1,CASE0050
TX306577,CUST10645,2026-03-20,Wire,Debit,6177.92,United Arab Emirates,1,CASE0050
TX317685,CUST10836,2026-05-12,Cash Withdrawal,Debit,9982.47,India,0,CASE0051
TX317266,CUST10836,2026-05-25,P2P,Debit,6591.2,Turkey,1,CASE0051
TX316353,CUST10836,2026-01-25,ACH,Credit,3951.33,Turkey,1,CASE0051
TX318801,CUST10836,2026-01-16,Wire,Credit,146316.25,India,0,CASE0051
TX313700,CUST10836,2026-03-22,Check,Credit,15549.25,United States,0,CASE0051
TX302253,CUST10836,2026-05-05,ACH,Debit,18793.06,Russia,1,CASE0051
TX305079,CUST10836,2026-01-14,Wire,Debit,2127.12,India,0,CASE0051
TX314430,CUST10836,2026-02-07,Cash Withdrawal,Credit,24943.87,Mexico,0,CASE0051
TX302770,CUST10836,2026-06-25,Wire,Debit,9137.95,India,0,CASE0051
TX312692,CUST10836,2026-01-25,Wire,Credit,9777.89,China,0,CASE0051
TX303254,CUST10836,2026-06-18,Cash Deposit,Debit,3816.41,United States,0,CASE0051
TX309134,CUST10836,2026-05-23,Cash Deposit,Debit,3606.44,India,0,CASE0051
TX303378,CUST10836,2026-07-10,Wire,Debit,1025.75,India,0,CASE0051
TX312553,CUST10836,2026-02-03,Cash Deposit,Credit,3133.91,Canada,0,CASE0051
TX305574,CUST10836,2026-02-25,Card,Debit,6481.26,Canada,0,CASE0051
TX300184,CUST10836,2026-09-22,P2P,Debit,11046.9,Canada,0,CASE0051
TX304186,CUST10836,2026-01-11,Wire,Credit,1073.18,United Kingdom,0,CASE0051
TX300375,CUST10836,2026-04-05,ACH,Debit,16575.18,Nigeria,1,CASE0051
TX321114,CUST10836,2026-08-09,ACH,Credit,6813.28,Mexico,0,CASE0051
TX317145,CUST10836,2026-03-14,P2P,Debit,10318.39,Turkey,1,CASE0051
TX318203,CUST10836,2026-04-14,Check,Debit,4886.36,United States,0,CASE0051
TX320097,CUST10836,2026-03-23,Card,Credit,11261.33,Nigeria,1,CASE0051
TX305949,CUST10836,2026-04-03,Cash Deposit,Debit,17051.96,Russia,1,CASE0051
TX309520,CUST10836,2026-01-17,Check,Debit,10501.63,Nigeria,1,CASE0051
TX319439,CUST10836,2026-02-24,P2P,Debit,5500.46,Mexico,0,CASE0051
TX300864,CUST10220,2026-07-17,P2P,Debit,2711.19,Canada,0,CASE0052
TX317943,CUST10220,2026-07-20,P2P,Debit,10871.39,United States,0,CASE0052
TX311232,CUST10220,2026-05-12,Card,Debit,16785.05,India,0,CASE0052
TX312715,CUST10220,2026-03-29,Cash Withdrawal,Credit,5305.72,Turkey,1,CASE0052
TX305987,CUST10220,2026-01-16,Check,Credit,2510.04,Mexico,0,CASE0052
TX310781,CUST10220,2026-08-06,Card,Debit,637.03,India,0,CASE0052
TX319204,CUST10220,2026-01-21,Wire,Credit,51182.73,India,0,CASE0052
TX317455,CUST10220,2026-03-11,Wire,Debit,3826.98,Russia,1,CASE0052
TX303561,CUST10220,2026-01-26,Cash Deposit,Credit,13212.03,China,0,CASE0052
TX311473,CUST10220,2026-04-20,P2P,Credit,2842.6,China,0,CASE0052
TX310260,CUST10220,2026-09-18,ACH,Debit,644.37,Canada,0,CASE0052
TX301902,CUST10220,2026-04-13,Wire,Debit,5270.87,Turkey,1,CASE0052
TX315040,CUST10220,2026-02-25,Cash Deposit,Credit,160465.25,Mexico,0,CASE0052
TX313080,CUST10220,2026-01-01,Wire,Credit,15867.19,Canada,0,CASE0052
TX308664,CUST10220,2026-04-02,P2P,Credit,14545.91,Mexico,0,CASE0052
TX314855,CUST10220,2026-09-14,Check,Credit,2961.67,United Arab Emirates,1,CASE0052
TX318887,CUST10220,2026-02-28,P2P,Debit,10760.16,United States,0,CASE0052
TX301047,CUST10220,2026-02-18,Wire,Credit,3651.37,Nigeria,1,CASE0052
TX308376,CUST10220,2026-07-24,P2P,Debit,11736.4,Mexico,0,CASE0052
TX300714,CUST10220,2026-04-26,ACH,Credit,1241.43,Mexico,0,CASE0052
TX309945,CUST10220,2026-02-04,Card,Debit,63787.82,Turkey,1,CASE0052
TX314975,CUST10220,2026-05-05,ACH,Debit,4223.76,United Kingdom,0,CASE0052
TX316934,CUST10220,2026-08-08,ACH,Debit,75982.13,Canada,0,CASE0052
TX314931,CUST10220,2026-01-19,Cash Deposit,Debit,10229.41,Turkey,1,CASE0052
TX320913,CUST10220,2026-04-06,ACH,Debit,12758.95,India,0,CASE0052
TX318146,CUST10265,2026-02-12,ACH,Debit,7221.42,Mexico,0,CASE0053
TX321113,CUST10265,2026-04-21,ACH,Credit,897.43,India,0,CASE0053
TX305102,CUST10265,2026-07-08,Cash Deposit,Debit,10352.32,United Arab Emirates,1,CASE0053
TX313788,CUST10265,2026-07-18,Wire,Credit,20192.2,India,0,CASE0053
TX305979,CUST10265,2026-07-22,Wire,Debit,7281.06,China,0,CASE0053
TX311496,CUST10265,2026-05-01,Cash Deposit,Credit,8795.58,United States,0,CASE0053
TX310049,CUST10265,2026-01-25,ACH,Debit,4848.97,United States,0,CASE0053
TX313392,CUST10265,2026-04-14,Wire,Credit,4188.57,United Arab Emirates,1,CASE0053
TX314433,CUST10265,2026-07-07,P2P,Debit,3002.18,United States,0,CASE0053
TX315175,CUST10265,2026-01-18,Cash Deposit,Credit,13567.22,India,0,CASE0053
TX311294,CUST10265,2026-01-24,P2P,Debit,8069.64,Turkey,1,CASE0053
TX302015,CUST10265,2026-09-11,Card,Credit,10360.03,India,0,CASE0053
TX302971,CUST10265,2026-06-21,ACH,Debit,1098.66,United States,0,CASE0053
TX310383,CUST10265,2026-04-10,Wire,Debit,3751.95,United Arab Emirates,1,CASE0053
TX304728,CUST10265,2026-02-16,Cash Withdrawal,Credit,4233.72,Russia,1,CASE0053
TX307294,CUST10265,2026-07-18,Cash Withdrawal,Credit,2273.29,Russia,1,CASE0053
TX319215,CUST10265,2026-04-28,ACH,Credit,7312.44,United States,0,CASE0053
TX301091,CUST10279,2026-03-29,Cash Deposit,Credit,2415.56,United Kingdom,0,CASE0054
TX309700,CUST10279,2026-09-26,Cash Withdrawal,Debit,5855.4,Mexico,0,CASE0054
TX320929,CUST10279,2026-07-10,Wire,Credit,40432.65,Mexico,0,CASE0054
TX302216,CUST10279,2026-07-09,Cash Deposit,Debit,33117.64,Canada,0,CASE0054
TX302132,CUST10279,2026-02-27,Card,Debit,10587.71,Russia,1,CASE0054
TX310128,CUST10279,2026-03-22,Card,Debit,18961.17,United States,0,CASE0054
TX306560,CUST10279,2026-05-16,ACH,Debit,5509.4,Russia,1,CASE0054
TX308372,CUST10279,2026-05-18,Wire,Credit,4395.02,United States,0,CASE0054
TX314780,CUST10279,2026-01-20,ACH,Debit,5378.56,Mexico,0,CASE0054
TX320745,CUST10279,2026-06-24,ACH,Credit,23494.03,Canada,0,CASE0054
TX301286,CUST10279,2026-03-12,P2P,Debit,4886.3,United States,0,CASE0054
TX315129,CUST10279,2026-03-14,Cash Deposit,Credit,2798.65,Russia,1,CASE0054
TX300841,CUST10279,2026-07-01,Wire,Credit,793.65,Russia,1,CASE0054
TX315720,CUST10279,2026-07-25,Wire,Debit,4105.63,Nigeria,1,CASE0054
TX314111,CUST10279,2026-09-03,P2P,Debit,6364.8,Turkey,1,CASE0054
TX314447,CUST10279,2026-05-22,P2P,Debit,13950.07,Nigeria,1,CASE0054
TX313991,CUST10279,2026-01-23,P2P,Debit,5747.99,India,0,CASE0054
TX308596,CUST10279,2026-08-03,ACH,Credit,14493.6,Russia,1,CASE0054
TX303294,CUST10279,2026-06-25,Cash Deposit,Credit,2161.42,Turkey,1,CASE0054
TX315468,CUST10488,2026-08-30,Cash Deposit,Credit,19098.56,Russia,1,CASE0055
TX318410,CUST10488,2026-05-30,P2P,Debit,12615.2,Canada,0,CASE0055
TX310256,CUST10488,2026-07-19,ACH,Debit,27160.01,Mexico,0,CASE0055
TX304417,CUST10488,2026-07-19,Cash Deposit,Credit,7810.12,Mexico,0,CASE0055
TX301024,CUST10488,2026-04-10,Card,Debit,13480.93,China,0,CASE0055
TX314087,CUST10488,2026-07-05,ACH,Debit,16956.91,United States,0,CASE0055
TX310451,CUST10488,2026-06-03,ACH,Debit,2534.5,United Kingdom,0,CASE0055
TX301765,CUST10488,2026-03-19,Cash Deposit,Debit,5883.63,Russia,1,CASE0055
TX318708,CUST10488,2026-02-07,Wire,Credit,13095.14,India,0,CASE0055
TX303000,CUST10488,2026-04-11,Card,Debit,24525.7,India,0,CASE0055
TX309049,CUST10488,2026-03-15,Wire,Debit,10317.59,United States,0,CASE0055
TX303666,CUST10488,2026-06-20,Wire,Debit,2953.33,Mexico,0,CASE0055
TX309688,CUST10488,2026-08-23,Wire,Credit,2168.04,Russia,1,CASE0055
TX305387,CUST10488,2026-07-27,Cash Deposit,Debit,31436.55,United Kingdom,0,CASE0055
TX300779,CUST10488,2026-07-24,Cash Deposit,Credit,26576.49,Mexico,0,CASE0055
TX304252,CUST10488,2026-05-11,ACH,Debit,8918.77,China,0,CASE0055
TX300783,CUST10488,2026-06-17,ACH,Credit,1312.37,United Arab Emirates,1,CASE0055
TX320710,CUST10488,2026-03-02,Card,Debit,26887.77,Nigeria,1,CASE0055
TX318356,CUST10488,2026-01-29,P2P,Credit,4819.92,Nigeria,1,CASE0055
TX321930,CUST10488,2026-09-13,Wire,Credit,20784.18,Canada,0,CASE0055
TX307369,CUST10488,2026-06-01,Cash Deposit,Credit,3082.06,Turkey,1,CASE0055
TX309144,CUST10488,2026-07-14,Card,Debit,3193.8,Turkey,1,CASE0055
TX304699,CUST10498,2026-08-14,Card,Debit,14062.64,Nigeria,1,CASE0056
TX314326,CUST10498,2026-08-05,Cash Withdrawal,Credit,23650.67,United Arab Emirates,1,CASE0056
TX308786,CUST10498,2026-08-12,Wire,Credit,7756.69,Turkey,1,CASE0056
TX304733,CUST10498,2026-07-02,Check,Debit,17275.91,Nigeria,1,CASE0056
TX304216,CUST10498,2026-08-21,ACH,Debit,1700.92,United States,0,CASE0056
TX312296,CUST10498,2026-03-06,Check,Credit,6768.52,United Arab Emirates,1,CASE0056
TX314556,CUST10498,2026-04-10,Card,Debit,3917.58,India,0,CASE0056
TX312087,CUST10498,2026-06-04,Wire,Debit,7294.34,Canada,0,CASE0056
TX318716,CUST10498,2026-07-24,P2P,Debit,888.68,China,0,CASE0056
TX311436,CUST10498,2026-02-28,Wire,Debit,13328.67,India,0,CASE0056
