transaction_id,customer_id,transaction_date,channel,direction,amount,counterparty_country,high_risk_geo_flag
TX303202,CUST10626,2026-07-22,Wire,Debit,3676.51,United States,0
TX303203,CUST10311,2026-03-25,Wire,Debit,4174.76,United Arab Emirates,1
TX303204,CUST10791,2026-05-30,Check,Credit,4431.76,India,0
TX303205,CUST10646,2026-07-18,ACH,Credit,8598.89,Mexico,0
TX303206,CUST10139,2026-09-23,Card,Credit,2552.41,India,0
TX303207,CUST10444,2026-09-26,Card,Debit,3318.63,India,0
TX303208,CUST10568,2026-01-14,ACH,Credit,6142.19,Nigeria,1
TX303209,CUST10894,2026-08-20,Card,Credit,1829.3,Russia,1
TX303210,CUST10619,2026-01-03,Cash Withdrawal,Credit,10182.05,Turkey,1
TX303211,CUST10394,2026-09-22,Cash Deposit,Credit,28737.51,China,0
TX303212,CUST10010,2026-07-10,ACH,Debit,6496.06,Canada,0
TX303213,CUST10397,2026-05-16,Wire,Debit,5355.19,Nigeria,1
TX303214,CUST10326,2026-05-17,Cash Deposit,Debit,20985.6,United States,0
TX303215,CUST10707,2026-06-30,Cash Withdrawal,Credit,4433.67,Nigeria,1
TX303216,CUST10388,2026-05-07,ACH,Debit,11266.86,United States,0
TX303217,CUST10107,2026-07-28,Card,Credit,1761.28,Nigeria,1
TX303218,CUST10794,2026-05-24,P2P,Credit,1386.49,Turkey,1
TX303219,CUST10247,2026-05-05,ACH,Credit,11653.03,China,0
TX303220,CUST10685,2026-04-25,Wire,Debit,13000.06,Nigeria,1
TX303221,CUST10553,2026-04-13,Wire,Debit,6381.01,Canada,0
TX303222,CUST10601,2026-09-02,ACH,Credit,7682.05,United Kingdom,0
TX303223,CUST10770,2026-07-24,ACH,Credit,19928.48,United Arab Emirates,1
TX303224,CUST10099,2026-01-10,ACH,Debit,4161.38,United States,0
TX303225,CUST10202,2026-02-06,P2P,Credit,8068.48,Turkey,1
TX303226,CUST10828,2026-05-21,Cash Withdrawal,Credit,2034.04,United Kingdom,0
TX303227,CUST10073,2026-09-16,Wire,Debit,1632.85,Russia,1
TX303228,CUST10356,2026-09-30,Card,Debit,1966.13,India,0
TX303229,CUST10071,2026-07-19,Card,Credit,3035.95,Russia,1
TX303230,CUST10637,2026-06-19,Card,Credit,6460.88,Nigeria,1
TX303231,CUST10699,2026-02-12,Cash Deposit,Debit,1590.47,United Arab Emirates,1
TX303232,CUST10399,2026-01-06,Card,Credit,5761.82,Russia,1
TX303233,CUST10468,2026-02-06,P2P,Credit,11170.85,Nigeria,1
TX303234,CUST10584,2026-03-11,Wire,Credit,6059.24,Turkey,1
TX303235,CUST10397,2026-06-07,ACH,Credit,10090.14,Russia,1
TX303236,CUST10579,2026-06-01,Cash Withdrawal,Debit,5267.83,Nigeria,1
TX303237,CUST10062,2026-05-18,Wire,Debit,3793.69,Canada,0
TX303238,CUST10627,2026-07-26,Card,Debit,3603.52,United Arab Emirates,1
TX303239,CUST10386,2026-05-23,Cash Deposit,Credit,5349.25,Turkey,1
TX303240,CUST10202,2026-04-13,Card,Debit,21830.81,Nigeria,1
TX303241,CUST10694,2026-07-15,Wire,Debit,3596.14,United States,0
TX303242,CUST10221,2026-03-10,Cash Deposit,Debit,637.03,United States,0
TX303243,CUST10316,2026-07-22,Cash Withdrawal,Debit,8102.43,Mexico,0
TX303244,CUST10657,2026-03-04,Wire,Credit,9394.17,Nigeria,1
TX303245,CUST10048,2026-08-16,Cash Deposit,Credit,6805.61,China,0
TX303246,CUST10731,2026-04-30,ACH,Credit,6644.04,Nigeria,1
TX303247,CUST10766,2026-06-26,ACH,Credit,3242.51,India,0
TX303248,CUST10727,2026-02-15,ACH,Debit,3258.56,China,0
TX303249,CUST10076,2026-07-29,ACH,Credit,6021.65,Russia,1
TX303250,CUST10214,2026-05-27,Card,Debit,2276.28,China,0
TX303251,CUST10680,2026-04-26,Card,Debit,3677.54,Mexico,0
TX303252,CUST10688,2026-02-15,P2P,Credit,6118.16,Turkey,1
TX303253,CUST10321,2026-08-08,ACH,Debit,6487.97,United Arab Emirates,1
TX303254,CUST10836,2026-06-18,Cash Deposit,Debit,3816.41,United States,0
TX303255,CUST10336,2026-06-29,P2P,Credit,6075.37,Turkey,1
TX303256,CUST10011,2026-08-21,Cash Deposit,Credit,28951.54,Russia,1
TX303257,CUST10559,2026-02-02,ACH,Debit,26896.12,China,0
TX303258,CUST10612,2026-07-30,ACH,Credit,2192.97,United Arab Emirates,1
TX303259,CUST10719,2026-05-09,Wire,Credit,5180.31,United Arab Emirates,1
TX303260,CUST10464,2026-05-08,P2P,Debit,4652.58,India,0
TX303261,CUST10075,2026-07-13,ACH,Credit,6498.66,United Kingdom,0
TX303262,CUST10455,2026-04-26,Cash Deposit,Debit,1541.08,Turkey,1
TX303263,CUST10190,2026-07-18,ACH,Credit,13092.13,Mexico,0
TX303264,CUST10372,2026-07-09,Cash Deposit,Credit,7130.29,China,0
TX303265,CUST10684,2026-06-16,ACH,Credit,3647.03,Russia,1
TX303266,CUST10013,2026-02-13,ACH,Credit,55653.75,United Kingdom,0
TX303267,CUST10508,2026-09-14,Wire,Credit,806.77,China,0
TX303268,CUST10229,2026-01-28,P2P,Credit,19190.06,China,0
TX303269,CUST10066,2026-09-04,ACH,Credit,1929.22,United Kingdom,0
TX303270,CUST10506,2026-09-06,Cash Withdrawal,Credit,3703.74,Canada,0
TX303271,CUST10792,2026-09-06,Cash Deposit,Credit,2951.15,United Arab Emirates,1
TX303272,CUST10392,2026-07-11,Wire,Debit,3796.81,United Kingdom,0
TX303273,CUST10769,2026-08-25,Cash Deposit,Credit,1730.23,Mexico,0
TX303274,CUST10125,2026-04-11,Check,Credit,18945.52,United Arab Emirates,1
TX303275,CUST10345,2026-08-03,P2P,Credit,3999.09,China,0
TX303276,CUST10405,2026-01-25,Check,Debit,7354.28,Russia,1
TX303277,CUST10664,2026-07-24,Wire,Credit,5728.11,India,0
TX303278,CUST10559,2026-09-26,Check,Credit,7660.07,United States,0
TX303279,CUST10874,2026-08-31,Card,Debit,4677.55,India,0
TX303280,CUST10385,2026-02-25,Cash Deposit,Debit,16419.34,China,0
TX303281,CUST10385,2026-08-19,Cash Deposit,Debit,966.78,United Kingdom,0
TX303282,CUST10262,2026-09-13,Cash Withdrawal,Debit,7027.01,United Arab Emirates,1
TX303283,CUST10450,2026-04-29,Check,Debit,5032.73,Canada,0
TX303284,CUST10717,2026-08-11,Cash Deposit,Debit,23076.67,Nigeria,1
TX303285,CUST10092,2026-09-05,Check,Credit,37280.56,United States,0
TX303286,CUST10690,2026-09-21,Card,Debit,6663.04,United States,0
TX303287,CUST10860,2026-06-22,Cash Deposit,Debit,919.3,Nigeria,1
TX303288,CUST10522,2026-08-27,Cash Withdrawal,Credit,2966.74,Mexico,0
TX303289,CUST10362,2026-09-26,P2P,Credit,7024.44,Turkey,1
TX303290,CUST10332,2026-05-16,Wire,Debit,14089.28,India,0
TX303291,CUST10132,2026-08-16,Cash Withdrawal,Debit,9788.88,China,0
TX303292,CUST10603,2026-04-28,Check,Debit,4763.86,United Kingdom,0
TX303293,CUST10253,2026-01-06,Cash Withdrawal,Debit,4410.42,Mexico,0
TX303294,CUST10279,2026-06-25,Cash Deposit,Credit,2161.42,Turkey,1
TX303295,CUST10047,2026-02-05,Card,Debit,949.68,India,0
TX303296,CUST10854,2026-04-29,Cash Deposit,Debit,857.25,China,0
TX303297,CUST10609,2026-02-11,ACH,Credit,108182.02,India,0
TX303298,CUST10179,2026-02-14,Wire,Debit,8538.84,United Kingdom,0
TX303299,CUST10066,2026-09-07,Check,Credit,4775.61,Canada,0
TX303300,CUST10663,2026-05-26,ACH,Debit,481.12,Turkey,1
TX303301,CUST10442,2026-08-22,ACH,Debit,2694.74,Turkey,1
TX303302,CUST10145,2026-06-01,P2P,Debit,3206.15,Canada,0
TX303303,CUST10593,2026-01-14,Card,Credit,1801.77,United States,0
TX303304,CUST10604,2026-03-29,Check,Credit,1762.69,United Arab Emirates,1
TX303305,CUST10200,2026-07-20,Cash Deposit,Credit,19335.1,Russia,1
TX303306,CUST10272,2026-07-29,Wire,Credit,48119.14,United Arab Emirates,1
TX303307,CUST10083,2026-08-07,Wire,Credit,10011.32,Russia,1
TX303308,CUST10284,2026-02-03,ACH,Debit,12039.64,Turkey,1
TX303309,CUST10890,2026-07-04,Cash Deposit,Debit,5476.2,Russia,1
TX303310,CUST10555,2026-09-07,Check,Credit,4637.97,Turkey,1
TX303311,CUST10331,2026-07-27,Wire,Credit,3524.7,India,0
TX303312,CUST10317,2026-07-23,Wire,Debit,2272.58,Nigeria,1
TX303313,CUST10717,2026-02-21,Check,Debit,32575.27,United Arab Emirates,1
TX303314,CUST10116,2026-09-24,ACH,Debit,6069.88,Russia,1
TX303315,CUST10266,2026-01-24,ACH,Debit,3532.26,China,0
TX303316,CUST10823,2026-01-24,Cash Deposit,Credit,8196.38,United Kingdom,0
TX303317,CUST10522,2026-07-22,P2P,Credit,1483.94,Canada,0
TX303318,CUST10877,2026-03-28,ACH,Debit,11989.48,Mexico,0
TX303319,CUST10183,2026-01-13,Wire,Debit,3198.96,United Arab Emirates,1
TX303320,CUST10759,2026-09-26,Wire,Debit,9703.07,Russia,1
TX303321,CUST10837,2026-01-02,Check,Credit,23397.34,Mexico,0
TX303322,CUST10734,2026-07-15,Card,Debit,118047.65,United Kingdom,0
TX303323,CUST10017,2026-09-25,ACH,Credit,2241.68,United Kingdom,0
TX303324,CUST10733,2026-09-02,P2P,Credit,4112.27,Russia,1
TX303325,CUST10893,2026-08-09,Wire,Credit,12604.31,Canada,0
TX303326,CUST10206,2026-02-13,ACH,Debit,6400.75,China,0
TX303327,CUST10090,2026-08-06,Wire,Debit,5423.62,United Kingdom,0
TX303328,CUST10644,2026-03-17,Cash Withdrawal,Debit,3168.22,Mexico,0
TX303329,CUST10382,2026-09-28,Cash Deposit,Credit,38705.58,United Arab Emirates,1
TX303330,CUST10081,2026-03-28,Check,Credit,1470.99,Turkey,1
TX303331,CUST10691,2026-07-11,Cash Withdrawal,Credit,7602.53,Canada,0
TX303332,CUST10729,2026-02-12,ACH,Credit,2732.23,Canada,0
TX303333,CUST10611,2026-07-18,Cash Deposit,Credit,8181.21,Nigeria,1
TX303334,CUST10554,2026-04-17,Cash Deposit,Credit,389.53,United Arab Emirates,1
TX303335,CUST10093,2026-03-05,Card,Credit,6080.86,Nigeria,1
TX303336,CUST10598,2026-07-15,P2P,Credit,13888.5,United Arab Emirates,1
TX303337,CUST10084,2026-04-21,Wire,Debit,2726.74,Canada,0
TX303338,CUST10099,2026-06-08,P2P,Credit,1629.7,India,0
TX303339,CUST10679,2026-06-03,ACH,Debit,2186.75,Canada,0
TX303340,CUST10547,2026-02-02,Wire,Debit,4001.84,Turkey,1
TX303341,CUST10087,2026-05-05,Card,Credit,5052.09,Mexico,0
TX303342,CUST10455,2026-07-22,Cash Deposit,Debit,1738.95,Mexico,0
TX303343,CUST10884,2026-04-18,ACH,Debit,11703.24,Turkey,1
TX303344,CUST10707,2026-03-24,Cash Deposit,Debit,1058.28,United Arab Emirates,1
TX303345,CUST10668,2026-08-02,Wire,Debit,1341.76,India,0
TX303346,CUST10219,2026-01-09,Wire,Debit,22893.73,China,0
TX303347,CUST10212,2026-05-30,ACH,Debit,10634.27,United Kingdom,0
TX303348,CUST10470,2026-02-08,Wire,Debit,2359.04,Mexico,0
TX303349,CUST10290,2026-04-25,Wire,Debit,4291.02,United States,0
TX303350,CUST10062,2026-01-28,P2P,Credit,17362.51,United States,0
TX303351,CUST10761,2026-01-19,Check,Credit,7654.89,United Kingdom,0
TX303352,CUST10665,2026-07-23,Cash Withdrawal,Credit,5889.85,Russia,1
TX303353,CUST10612,2026-03-09,ACH,Debit,41851.98,China,0
TX303354,CUST10663,2026-01-21,Wire,Credit,7043.64,Russia,1
TX303355,CUST10720,2026-04-10,Wire,Credit,5877.77,India,0
TX303356,CUST10114,2026-01-12,P2P,Debit,3803.47,Mexico,0
TX303357,CUST10374,2026-01-10,Cash Deposit,Credit,25177.72,Mexico,0
TX303358,CUST10517,2026-03-07,Wire,Credit,1790.52,Nigeria,1
TX303359,CUST10629,2026-03-26,ACH,Debit,2039.49,United Kingdom,0
TX303360,CUST10537,2026-08-02,Wire,Credit,7607.24,China,0
TX303361,CUST10249,2026-06-12,Wire,Credit,1737.37,Canada,0
TX303362,CUST10083,2026-05-21,Wire,Credit,3988.23,India,0
TX303363,CUST10046,2026-04-15,ACH,Debit,5209.98,China,0
TX303364,CUST10572,2026-01-18,Cash Withdrawal,Credit,2067.51,China,0
TX303365,CUST10478,2026-09-26,Cash Withdrawal,Debit,2207.66,United States,0
TX303366,CUST10298,2026-08-22,Card,Debit,27013.89,United States,0
TX303367,CUST10435,2026-09-12,Check,Debit,25067.93,Russia,1
TX303368,CUST10740,2026-05-15,Wire,Debit,11178.18,India,0
TX303369,CUST10131,2026-05-08,Cash Deposit,Credit,12498.19,United Kingdom,0
TX303370,CUST10133,2026-07-10,P2P,Credit,7433.06,Russia,1
TX303371,CUST10116,2026-05-28,Check,Debit,21406.16,China,0
TX303372,CUST10061,2026-04-07,Wire,Debit,18954.15,Nigeria,1
TX303373,CUST10825,2026-02-27,ACH,Debit,21353.27,United Arab Emirates,1
TX303374,CUST10280,2026-06-18,Cash Withdrawal,Debit,11764.47,Turkey,1
TX303375,CUST10149,2026-04-17,P2P,Credit,19853.23,Canada,0
TX303376,CUST10740,2026-02-21,Cash Deposit,Credit,3376.46,United Kingdom,0
TX303377,CUST10584,2026-06-12,Cash Withdrawal,Debit,3543.49,Turkey,1
TX303378,CUST10836,2026-07-10,Wire,Debit,1025.75,India,0
TX303379,CUST10818,2026-03-01,ACH,Credit,6984.61,Nigeria,1
TX303380,CUST10252,2026-05-14,P2P,Debit,15223.63,Turkey,1
TX303381,CUST10039,2026-04-11,Wire,Credit,2821.8,United States,0
TX303382,CUST10880,2026-07-05,Check,Credit,11001.25,Nigeria,1
TX303383,CUST10837,2026-07-30,ACH,Debit,8914.04,Turkey,1
TX303384,CUST10410,2026-09-29,Check,Debit,3619.71,United Kingdom,0
TX303385,CUST10158,2026-08-17,P2P,Credit,51304.74,United Kingdom,0
TX303386,CUST10359,2026-04-29,Card,Debit,4325.4,Nigeria,1
TX303387,CUST10298,2026-06-28,ACH,Debit,10564.76,United Kingdom,0
TX303388,CUST10575,2026-09-24,P2P,Debit,8164.72,United Kingdom,0
TX303389,CUST10774,2026-08-07,Cash Deposit,Debit,2095.73,China,0
TX303390,CUST10085,2026-08-16,Wire,Debit,6077.39,United Kingdom,0
TX303391,CUST10587,2026-09-15,ACH,Credit,307.24,United Arab Emirates,1
TX303392,CUST10296,2026-04-22,Card,Debit,75560.95,Mexico,0
TX303393,CUST10150,2026-01-21,Check,Debit,17971.45,Russia,1
TX303394,CUST10662,2026-07-09,P2P,Debit,4349.91,India,0
TX303395,CUST10887,2026-02-28,ACH,Debit,1336.83,India,0
TX303396,CUST10158,2026-08-28,P2P,Credit,5227.58,Nigeria,1
TX303397,CUST10769,2026-06-13,ACH,Credit,6792.63,India,0
TX303398,CUST10066,2026-08-03,Wire,Credit,6869.36,United States,0
TX303399,CUST10129,2026-08-11,Wire,Credit,1684.7,India,0
TX303400,CUST10132,2026-04-23,ACH,Credit,30425.02,United Kingdom,0
TX303401,CUST10444,2026-03-14,Cash Withdrawal,Credit,3101.72,Nigeria,1
TX303402,CUST10730,2026-04-08,Card,Credit,10237.92,United Kingdom,0
TX303403,CUST10130,2026-02-28,ACH,Debit,7503.36,India,0
TX303404,CUST10876,2026-03-07,Cash Withdrawal,Debit,13795.81,Nigeria,1
TX303405,CUST10282,2026-06-14,P2P,Credit,5081.21,United Arab Emirates,1
TX303406,CUST10310,2026-09-20,Wire,Debit,12474.61,United Kingdom,0
TX303407,CUST10104,2026-08-08,Cash Withdrawal,Credit,2693.91,United States,0
TX303408,CUST10477,2026-08-09,Cash Deposit,Credit,3948.77,Russia,1
TX303409,CUST10707,2026-01-31,Cash Deposit,Debit,2025.69,Nigeria,1
TX303410,CUST10167,2026-07-18,Wire,Credit,3290.69,United Arab Emirates,1
TX303411,CUST10565,2026-08-20,ACH,Debit,1457.33,United Arab Emirates,1
TX303412,CUST10004,2026-08-09,ACH,Debit,9853.39,Nigeria,1
TX303413,CUST10095,2026-09-07,Wire,Debit,6725.01,United States,0
TX303414,CUST10819,2026-01-20,ACH,Debit,34971.6,Canada,0
TX303415,CUST10131,2026-07-17,Cash Deposit,Credit,2944.64,United Arab Emirates,1
TX303416,CUST10097,2026-02-01,Wire,Debit,4869.57,United Arab Emirates,1
TX303417,CUST10430,2026-08-10,Wire,Credit,14178.5,Mexico,0
TX303418,CUST10745,2026-01-15,P2P,Debit,11196.0,United States,0
TX303419,CUST10176,2026-01-11,Card,Debit,3789.63,United States,0
TX303420,CUST10638,2026-09-24,Wire,Debit,3138.66,United Kingdom,0
TX303421,CUST10300,2026-08-14,Wire,Debit,8517.03,Canada,0
TX303422,CUST10630,2026-07-29,Wire,Debit,2381.42,Russia,1
TX303423,CUST10742,2026-03-08,Card,Debit,3307.96,India,0
TX303424,CUST10768,2026-08-27,Check,Credit,3936.39,China,0
TX303425,CUST10850,2026-06-20,Wire,Debit,1572.18,China,0
TX303426,CUST10287,2026-08-09,Check,Credit,1090.35,India,0
TX303427,CUST10886,2026-04-22,ACH,Credit,5423.87,United Arab Emirates,1
TX303428,CUST10776,2026-09-25,Cash Withdrawal,Credit,45024.6,United States,0
TX303429,CUST10659,2026-01-08,Wire,Credit,12817.48,Nigeria,1
TX303430,CUST10831,2026-05-09,P2P,Debit,5051.24,Mexico,0
TX303431,CUST10823,2026-09-03,Wire,Credit,6524.61,Turkey,1
TX303432,CUST10136,2026-02-26,Wire,Debit,5517.71,Russia,1
TX303433,CUST10600,2026-07-06,Cash Deposit,Credit,18235.46,China,0
TX303434,CUST10285,2026-02-03,Check,Credit,4968.31,Mexico,0
TX303435,CUST10840,2026-01-13,ACH,Debit,16929.26,United Kingdom,0
TX303436,CUST10099,2026-07-29,ACH,Debit,5551.91,Mexico,0
TX303437,CUST10685,2026-04-17,ACH,Credit,2973.82,United Kingdom,0
TX303438,CUST10589,2026-04-09,Check,Debit,11045.97,China,0
TX303439,CUST10882,2026-07-12,Check,Debit,4591.62,Mexico,0
TX303440,CUST10161,2026-06-13,ACH,Debit,5620.75,United Arab Emirates,1
TX303441,CUST10612,2026-06-10,Card,Credit,50817.07,Turkey,1
TX303442,CUST10392,2026-03-24,Card,Debit,7304.98,United Arab Emirates,1
TX303443,CUST10510,2026-06-25,P2P,Debit,4644.05,Nigeria,1
TX303444,CUST10607,2026-03-01,Wire,Debit,4908.62,Mexico,0
TX303445,CUST10403,2026-04-19,Cash Withdrawal,Debit,2811.02,Canada,0
TX303446,CUST10369,2026-06-25,ACH,Debit,11304.1,Mexico,0
TX303447,CUST10548,2026-08-16,Check,Debit,3585.32,China,0
TX303448,CUST10336,2026-07-18,ACH,Debit,7431.02,Mexico,0
TX303449,CUST10707,2026-07-20,ACH,Debit,17502.89,Mexico,0
TX303450,CUST10401,2026-06-01,P2P,Debit,13363.91,United States,0
TX303451,CUST10544,2026-03-07,Wire,Debit,6234.72,Canada,0
TX303452,CUST10586,2026-05-25,Wire,Debit,1898.31,Russia,1
TX303453,CUST10351,2026-09-24,Cash Deposit,Credit,3730.18,Nigeria,1
TX303454,CUST10599,2026-03-16,ACH,Credit,8514.09,United States,0
TX303455,CUST10823,2026-04-02,Card,Debit,4984.67,Nigeria,1
TX303456,CUST10213,2026-06-27,Wire,Debit,790.17,Turkey,1
TX303457,CUST10078,2026-03-07,Cash Withdrawal,Debit,5387.65,United States,0
TX303458,CUST10576,2026-07-19,Cash Deposit,Debit,3895.4,Russia,1
TX303459,CUST10307,2026-09-04,P2P,Credit,8475.95,Canada,0
TX303460,CUST10349,2026-08-28,Wire,Debit,9615.82,United Kingdom,0
TX303461,CUST10118,2026-08-12,P2P,Credit,7517.68,China,0
TX303462,CUST10156,2026-09-29,P2P,Credit,2112.3,United Kingdom,0
TX303463,CUST10375,2026-08-20,Card,Debit,5143.35,United Arab Emirates,1
TX303464,CUST10523,2026-06-29,P2P,Credit,5060.56,Mexico,0
TX303465,CUST10361,2026-08-04,Wire,Credit,1061.31,Russia,1
TX303466,CUST10577,2026-04-28,Card,Debit,7106.3,India,0
TX303467,CUST10818,2026-01-22,Wire,Debit,5761.08,China,0
TX303468,CUST10197,2026-04-09,Card,Debit,4515.82,United Kingdom,0
TX303469,CUST10843,2026-04-10,Card,Credit,10461.59,United States,0
TX303470,CUST10551,2026-05-09,P2P,Debit,2491.46,India,0
TX303471,CUST10383,2026-03-12,Wire,Credit,1411.22,Turkey,1
TX303472,CUST10039,2026-02-03,Wire,Debit,35279.26,United Arab Emirates,1
TX303473,CUST10689,2026-01-15,Check,Credit,7317.49,China,0
TX303474,CUST10521,2026-06-28,Cash Withdrawal,Credit,3526.81,United Arab Emirates,1
TX303475,CUST10104,2026-03-05,ACH,Credit,4896.24,United States,0
TX303476,CUST10299,2026-03-17,Cash Withdrawal,Debit,2839.23,Russia,1
TX303477,CUST10033,2026-03-06,Cash Deposit,Credit,6847.79,China,0
TX303478,CUST10873,2026-01-04,Cash Deposit,Debit,5667.48,Mexico,0
TX303479,CUST10448,2026-07-06,Wire,Debit,9056.68,United States,0
TX303480,CUST10765,2026-04-26,Cash Deposit,Credit,17170.0,India,0
TX303481,CUST10102,2026-09-22,Card,Credit,3198.46,United Kingdom,0
TX303482,CUST10617,2026-07-17,Cash Deposit,Debit,1265.57,United Kingdom,0
TX303483,CUST10398,2026-01-15,Wire,Debit,1471.88,China,0
TX303484,CUST10394,2026-04-13,Cash Deposit,Credit,13405.41,Nigeria,1
TX303485,CUST10070,2026-08-06,ACH,Debit,1147.74,United States,0
TX303486,CUST10060,2026-02-25,Cash Withdrawal,Credit,6277.34,Canada,0
TX303487,CUST10028,2026-08-14,ACH,Debit,5336.79,Nigeria,1
TX303488,CUST10295,2026-09-19,Wire,Credit,4021.66,India,0
TX303489,CUST10255,2026-09-19,P2P,Debit,10435.53,Nigeria,1
TX303490,CUST10416,2026-09-04,Cash Withdrawal,Debit,5328.88,United Kingdom,0
TX303491,CUST10572,2026-01-10,Check,Debit,1801.8,United Kingdom,0
TX303492,CUST10649,2026-05-10,Check,Credit,3391.88,United Arab Emirates,1
TX303493,CUST10494,2026-01-29,ACH,Debit,6955.61,United States,0
TX303494,CUST10356,2026-07-21,Wire,Credit,3612.52,Nigeria,1
TX303495,CUST10191,2026-02-02,ACH,Credit,22349.72,United States,0
TX303496,CUST10752,2026-09-10,Card,Debit,15426.27,Turkey,1
TX303497,CUST10880,2026-08-04,Card,Credit,4457.8,Canada,0
TX303498,CUST10898,2026-06-11,ACH,Credit,27447.06,United Arab Emirates,1
TX303499,CUST10664,2026-05-12,Wire,Debit,4115.94,United Arab Emirates,1
TX303500,CUST10449,2026-07-09,Cash Withdrawal,Debit,3009.21,China,0
TX303501,CUST10387,2026-01-25,ACH,Credit,61884.69,Canada,0
TX303502,CUST10175,2026-01-30,Check,Debit,9370.35,Canada,0
TX303503,CUST10744,2026-06-22,Card,Credit,1570.36,Nigeria,1
TX303504,CUST10564,2026-04-18,Wire,Credit,2862.41,United States,0
TX303505,CUST10166,2026-06-10,ACH,Credit,1411.2,Turkey,1
TX303506,CUST10133,2026-06-19,Card,Credit,1852.72,United Arab Emirates,1
TX303507,CUST10864,2026-01-20,ACH,Debit,3855.4,China,0
TX303508,CUST10219,2026-03-02,Card,Credit,9290.55,Mexico,0
TX303509,CUST10893,2026-05-25,Wire,Credit,2671.01,United States,0
TX303510,CUST10791,2026-02-19,Card,Credit,2245.68,United Arab Emirates,1
TX303511,CUST10518,2026-03-01,Check,Credit,6124.5,United Kingdom,0
TX303512,CUST10703,2026-03-31,Cash Deposit,Debit,7786.43,China,0
TX303513,CUST10135,2026-01-17,Cash Deposit,Debit,3171.46,Nigeria,1
TX303514,CUST10419,2026-02-12,Card,Debit,7221.12,United Arab Emirates,1
TX303515,CUST10459,2026-07-12,ACH,Debit,5742.88,India,0
TX303516,CUST10357,2026-08-20,Wire,Credit,5929.83,Nigeria,1
TX303517,CUST10155,2026-05-15,ACH,Credit,2738.11,Mexico,0
TX303518,CUST10261,2026-05-20,Check,Debit,17166.81,United States,0
TX303519,CUST10537,2026-09-24,ACH,Debit,5465.41,Mexico,0
TX303520,CUST10145,2026-01-27,Cash Withdrawal,Debit,14836.2,United Arab Emirates,1
TX303521,CUST10800,2026-02-22,ACH,Credit,7770.12,Canada,0
TX303522,CUST10243,2026-06-04,Cash Withdrawal,Debit,1299.88,Russia,1
TX303523,CUST10510,2026-06-23,Wire,Debit,19955.88,Turkey,1
TX303524,CUST10348,2026-09-08,Check,Debit,2082.62,Turkey,1
TX303525,CUST10494,2026-08-12,P2P,Debit,1214.65,Canada,0
TX303526,CUST10331,2026-09-25,ACH,Credit,4497.24,Mexico,0
TX303527,CUST10722,2026-08-05,Cash Deposit,Credit,8263.41,Mexico,0
TX303528,CUST10156,2026-04-10,Card,Credit,11208.65,United Arab Emirates,1
TX303529,CUST10768,2026-07-27,Wire,Credit,345.17,Canada,0
TX303530,CUST10480,2026-02-06,Cash Withdrawal,Credit,57655.07,Russia,1
TX303531,CUST10066,2026-06-20,Wire,Credit,6687.41,United States,0
TX303532,CUST10153,2026-05-02,Wire,Debit,7402.7,United Arab Emirates,1
TX303533,CUST10610,2026-01-27,Card,Debit,15140.53,United Kingdom,0
TX303534,CUST10073,2026-03-23,Cash Deposit,Debit,4392.75,China,0
TX303535,CUST10324,2026-04-06,Card,Debit,70986.0,China,0
TX303536,CUST10032,2026-05-13,Check,Debit,2682.34,Turkey,1
TX303537,CUST10675,2026-03-12,ACH,Credit,4797.68,Turkey,1
TX303538,CUST10256,2026-05-28,Cash Withdrawal,Debit,4323.0,United Arab Emirates,1
TX303539,CUST10436,2026-08-15,Wire,Debit,3795.99,United Kingdom,0
TX303540,CUST10089,2026-04-30,Cash Deposit,Debit,4919.51,India,0
TX303541,CUST10722,2026-07-14,ACH,Debit,3828.52,United States,0
TX303542,CUST10392,2026-06-04,Card,Debit,13147.07,Turkey,1
TX303543,CUST10032,2026-09-21,Cash Deposit,Credit,3408.87,United Arab Emirates,1
TX303544,CUST10682,2026-08-04,ACH,Credit,5898.96,Turkey,1
TX303545,CUST10338,2026-03-15,Wire,Debit,4297.23,Canada,0
TX303546,CUST10177,2026-09-25,Wire,Credit,4537.4,Mexico,0
TX303547,CUST10769,2026-02-12,Wire,Debit,4282.1,United Kingdom,0
TX303548,CUST10780,2026-03-24,Wire,Debit,1631.17,China,0
TX303549,CUST10733,2026-09-09,Cash Deposit,Credit,9539.2,Turkey,1
TX303550,CUST10094,2026-07-21,Cash Deposit,Debit,33936.66,Turkey,1
TX303551,CUST10637,2026-02-16,Card,Credit,4033.69,Turkey,1
TX303552,CUST10446,2026-08-29,ACH,Credit,18812.52,Russia,1
TX303553,CUST10171,2026-09-24,Check,Debit,19736.81,Russia,1
TX303554,CUST10742,2026-09-07,ACH,Credit,23090.98,United Kingdom,0
TX303555,CUST10140,2026-05-24,ACH,Debit,1149.71,China,0
TX303556,CUST10786,2026-01-06,P2P,Debit,4142.07,Mexico,0
TX303557,CUST10519,2026-07-10,ACH,Debit,7176.34,United States,0
TX303558,CUST10239,2026-09-19,ACH,Debit,4090.51,China,0
TX303559,CUST10825,2026-05-12,ACH,Debit,2074.86,Canada,0
TX303560,CUST10056,2026-02-26,ACH,Credit,1268.38,Turkey,1
TX303561,CUST10220,2026-01-26,Cash Deposit,Credit,13212.03,China,0
